,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
3532,2020-11-19,ABC,BJ Shoe Stand 17,Blackjack,153,805,184,1848,120.75,-3690,21,-1.9967532467532467
3533,2020-10-13,ABC,BJ Shoe Stand 17,Blackjack,153,1884,845,456,282.59999999999997,1419,6,3.111842105263158
3534,2020-10-06,ABC,BJ Shoe Stand 17,Blackjack,150,5066,972,1127,759.9,1324,23,1.1748003549245785
3535,2020-11-14,ABC,BJ Shoe Stand 17,Blackjack,153,2508,765,888,376.2,-18814,24,-21.186936936936938
3536,2020-10-16,ABC,BJ Shoe Stand 17,Blackjack,153,3312,828,5390,496.79999999999995,10350,22,1.9202226345083488
3537,2020-10-16,ABC,BJ Shoe Stand 17,Blackjack,154,3150,1062,3600,472.5,22609,20,6.280277777777778
3538,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,153,3689,1495,1440,553.35,19782,24,13.7375
3539,2020-10-29,ABC,BJ Shoe Stand 17,Blackjack,154,4056,990,56,608.4,2907,1,51.910714285714285
3540,2020-10-04,ABC,BJ Shoe Stand 17,Blackjack,158,4158,1040,6360,623.6999999999999,-4883,24,-0.7677672955974842
3541,2020-11-17,ABC,BJ Shoe Stand 17,Blackjack,155,1325,198,264,198.75,1314,8,4.9772727272727275
3542,2020-11-07,ABC,BJ Shoe Stand 17,Blackjack,156,3174,1136,368,476.09999999999997,-7456,16,-20.26086956521739
3543,2020-11-09,ABC,BJ Shoe Stand 17,Blackjack,155,1848,1240,1848,277.2,-8008,21,-4.333333333333333
3544,2020-10-30,ABC,BJ Shoe Stand 17,Blackjack,153,3952,1219,2448,592.8,19300,17,7.883986928104576
3545,2020-11-05,ABC,BJ Shoe Stand 17,Blackjack,150,3960,1302,891,594.0,-3660,11,-4.107744107744108
3546,2020-10-17,ABC,BJ Shoe Stand 17,Blackjack,150,5292,1368,980,793.8,22655,20,23.117346938775512
3547,2020-10-18,ABC,BJ Shoe Stand 17,Blackjack,158,2016,1056,1840,302.4,15962,20,8.675
3548,2020-11-04,ABC,BJ Shoe Stand 17,Blackjack,153,3718,649,816,557.6999999999999,-2431,6,-2.9791666666666665
3549,2020-11-17,ABC,BJ Shoe Stand 17,Blackjack,150,3445,1036,3036,516.75,-652,23,-0.2147562582345191
3550,2020-10-22,ABC,BJ Shoe Stand 17,Blackjack,150,2368,972,1452,355.2,14745,22,10.15495867768595
3551,2020-11-04,ABC,BJ Shoe Stand 17,Blackjack,150,4632,710,1782,694.8,387,22,0.21717171717171718
3552,2020-11-14,ABC,BJ Shoe Stand 17,Blackjack,155,2728,1311,972,409.2,15696,18,16.14814814814815
3553,2020-11-01,ABC,BJ Shoe Stand 17,Blackjack,154,4029,1176,5250,604.35,15158,21,2.887238095238095
3554,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,156,4378,1020,851,656.6999999999999,-1558,23,-1.8307873090481785
3555,2020-10-28,ABC,BJ Shoe Stand 17,Blackjack,154,2490,1120,1296,373.5,111,18,0.08564814814814815
3556,2020-11-08,ABC,BJ Shoe Stand 17,Blackjack,150,5340,1470,2592,801.0,7146,16,2.7569444444444446
3557,2020-11-03,ABC,BJ Shoe Stand 17,Blackjack,154,262,66,1920,39.3,8708,12,4.535416666666666
3558,2020-10-04,ABC,BJ Shoe Stand 17,Blackjack,153,2838,1704,3120,425.7,19960,16,6.397435897435898
3559,2020-10-27,ABC,BJ Shoe Stand 17,Blackjack,154,4824,450,1056,723.6,-1488,24,-1.4090909090909092
3560,2020-11-05,ABC,BJ Shoe Stand 17,Blackjack,153,1896,288,0,284.4,-3930,0,-inf
3561,2020-11-05,ABC,BJ Shoe Stand 17,Blackjack,154,5014,200,3696,752.1,-106,22,-0.02867965367965368
3562,2020-10-17,ABC,BJ Shoe Stand 17,Blackjack,155,4416,1092,480,662.4,-9904,16,-20.633333333333333
3563,2020-10-14,ABC,BJ Shoe Stand 17,Blackjack,150,4240,900,930,636.0,-888,6,-0.9548387096774194
3564,2020-11-09,ABC,BJ Shoe Stand 17,Blackjack,150,2190,896,660,328.5,2376,10,3.6
3565,2020-10-10,ABC,BJ Shoe Stand 17,Blackjack,153,2800,1650,2160,420.0,-14328,18,-6.633333333333334
3566,2020-11-20,ABC,BJ Shoe Stand 17,Blackjack,167,2635,1080,1368,395.25,-4590,19,-3.3552631578947367
3567,2020-11-04,ABC,BJ Shoe Stand 17,Blackjack,154,3234,536,1430,485.09999999999997,3987,11,2.7881118881118883
3568,2020-10-15,ABC,BJ Shoe Stand 17,Blackjack,150,1368,1050,1196,205.2,2568,13,2.1471571906354514
3569,2020-10-12,ABC,BJ Shoe Stand 17,Blackjack,150,1920,1540,4515,288.0,-5464,21,-1.210188261351052
3570,2020-10-25,ABC,BJ Shoe Stand 17,Blackjack,153,5015,1003,1764,752.25,-12546,21,-7.112244897959184
3571,2020-10-15,ABC,BJ Shoe Stand 17,Blackjack,153,1578,627,2800,236.7,-17220,16,-6.15
3572,2020-10-23,ABC,BJ Shoe Stand 17,Blackjack,154,3792,1460,4305,568.8,4914,21,1.1414634146341462
3573,2020-10-01,ABC,BJ Shoe Stand 17,Blackjack,152,1288,376,504,193.2,4446,8,8.821428571428571
3574,2020-10-02,ABC,BJ Shoe Stand 17,Blackjack,153,6048,1200,2200,907.1999999999999,2480,22,1.1272727272727272
3575,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,154,4731,1275,1134,709.65,-11109,18,-9.796296296296296
3576,2020-11-06,ABC,BJ Shoe Stand 17,Blackjack,152,4896,1360,928,734.4,11232,16,12.10344827586207
3577,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,152,4410,1040,665,661.5,1836,19,2.7609022556390976
3578,2020-10-01,ABC,BJ Shoe Stand 17,Blackjack,150,5616,611,320,842.4,6486,4,20.26875
3579,2020-11-15,ABC,BJ Shoe Stand 17,Blackjack,156,6360,1656,2016,954.0,9432,21,4.678571428571429
3580,2020-11-18,ABC,BJ Shoe Stand 17,Blackjack,150,440,399,756,66.0,-3380,18,-4.470899470899471
3581,2020-10-06,ABC,BJ Shoe Stand 17,Blackjack,153,6006,184,2080,900.9,140,10,0.0673076923076923
3582,2020-10-31,ABC,BJ Shoe Stand 17,Blackjack,154,5610,1224,3520,841.5,-10604,16,-3.0125
3583,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,150,4632,1216,1406,694.8,17976,19,12.785206258890469
3584,2020-11-13,ABC,BJ Shoe Stand 17,Blackjack,161,3260,1224,4048,489.0,-3856,23,-0.9525691699604744
3585,2020-11-08,ABC,BJ Shoe Stand 17,Blackjack,158,3021,1239,2176,453.15,17829,17,8.193474264705882
3586,2020-10-11,ABC,Crazy Four Poker,Poker Derivative,506,5104,833,665,1327.04,-7980,19,-12.0
3587,2020-11-02,ABC,Crazy Four Poker,Poker Derivative,506,1728,1562,1400,449.28000000000003,9707,10,6.933571428571429
3588,2020-10-22,ABC,Crazy Four Poker,Poker Derivative,506,2184,588,504,567.84,-2376,7,-4.714285714285714
3589,2020-11-13,ABC,Crazy Four Poker,Poker Derivative,1,1836,1302,2530,477.36,16872,22,6.668774703557312
3590,2020-11-21,ABC,Crazy Four Poker,Poker Derivative,506,5184,1608,2346,1347.8400000000001,-6768,23,-2.8849104859335037
3591,2020-11-06,ABC,Crazy Four Poker,Poker Derivative,506,3249,1386,2480,844.74,-17043,20,-6.872177419354839
3592,2020-10-23,ABC,Crazy Four Poker,Poker Derivative,1,3856,1272,2226,1002.5600000000001,13788,21,6.1940700808625335
3593,2020-10-31,ABC,Crazy Four Poker,Poker Derivative,506,4431,1449,4000,1152.06,-12198,16,-3.0495
3594,2020-11-06,ABC,Crazy Four Poker,Poker Derivative,1,3080,799,2016,800.8000000000001,-3427,16,-1.6999007936507937
3595,2020-10-16,ABC,Crazy Four Poker,Poker Derivative,506,4462,1380,3180,1160.1200000000001,-6426,20,-2.020754716981132
3596,2020-11-13,ABC,Crazy Four Poker,Poker Derivative,506,3510,828,506,912.6,-16245,22,-32.10474308300395
3597,2020-10-01,ABC,Crazy Four Poker,Poker Derivative,506,1470,768,135,382.2,13632,3,100.97777777777777
3598,2020-10-31,ABC,Crazy Four Poker,Poker Derivative,1,2688,1260,510,698.88,1602,17,3.1411764705882352
3599,2020-10-25,ABC,Crazy Four Poker,Poker Derivative,506,2288,1054,3135,594.88,-12140,19,-3.872408293460925
3600,2020-10-02,ABC,Crazy Four Poker,Poker Derivative,506,2618,1120,4180,680.6800000000001,1218,22,0.2913875598086124
3601,2020-11-19,ABC,Crazy Four Poker,Poker Derivative,506,3700,448,2640,962.0,3248,24,1.2303030303030302
3602,2020-11-04,ABC,Crazy Four Poker,Poker Derivative,506,1668,1968,4704,433.68,6443,24,1.36968537414966
3603,2020-10-06,ABC,Crazy Four Poker,Poker Derivative,506,5448,366,2760,1416.48,-1053,23,-0.3815217391304348
3604,2020-10-27,ABC,Crazy Four Poker,Poker Derivative,506,0,893,624,1776.0,-19205,16,-30.77724358974359
3605,2020-10-11,ABC,Crazy Four Poker,Poker Derivative,1,2205,1464,6000,573.3000000000001,21406,24,3.5676666666666668
3606,2020-10-18,ABC,Crazy Four Poker,Poker Derivative,1,4104,1170,2112,1067.04,3864,22,1.8295454545454546
3607,2020-11-14,ABC,Crazy Four Poker,Poker Derivative,1,3744,1224,1320,973.44,10832,22,8.206060606060607
3608,2020-11-12,ABC,Crazy Four Poker,Poker Derivative,506,2959,480,1520,769.34,-2919,10,-1.9203947368421053
3609,2020-11-05,ABC,Crazy Four Poker,Poker Derivative,506,440,658,4410,114.4,-9044,21,-2.0507936507936506
3610,2020-10-30,ABC,Crazy Four Poker,Poker Derivative,1,1968,1554,6600,511.68,11951,24,1.8107575757575758
3611,2020-10-12,ABC,Crazy Four Poker,Poker Derivative,506,3060,470,0,795.6,-20240,0,-inf
3612,2020-10-08,ABC,Crazy Four Poker,Poker Derivative,506,1464,1281,2660,380.64,-9669,19,-3.6349624060150374
3613,2020-11-03,ABC,Crazy Four Poker,Poker Derivative,506,3128,910,198,813.28,-1968,6,-9.93939393939394
3614,2020-11-07,ABC,Crazy Four Poker,Poker Derivative,1,4977,1056,2185,1294.02,-9223,19,-4.221052631578948
3615,2020-11-08,ABC,Crazy Four Poker,Poker Derivative,1,3480,1368,2584,904.8000000000001,9882,17,3.8243034055727554
3616,2020-10-14,ABC,Crazy Four Poker,Poker Derivative,506,2760,1500,0,717.6,12080,0,inf
3617,2020-11-10,ABC,Crazy Four Poker,Poker Derivative,506,131,675,0,34.06,792,0,inf
3618,2020-10-23,ABC,Crazy Four Poker,Poker Derivative,506,4263,912,1900,1108.38,-19297,19,-10.156315789473684
3619,2020-10-30,ABC,Crazy Four Poker,Poker Derivative,506,2457,1368,768,638.82,60,16,0.078125
3620,2020-10-29,ABC,Crazy Four Poker,Poker Derivative,506,3564,938,272,926.64,4644,4,17.073529411764707
3621,2020-11-17,ABC,Crazy Four Poker,Poker Derivative,506,1146,558,1935,297.96000000000004,-4522,9,-2.336950904392765
3622,2020-10-25,ABC,Crazy Four Poker,Poker Derivative,1,6226,1080,3800,1618.76,5720,20,1.5052631578947369
3623,2020-11-01,ABC,Crazy Four Poker,Poker Derivative,1,3502,800,4048,910.52,-10455,23,-2.5827569169960474
3624,2020-11-20,ABC,Crazy Four Poker,Poker Derivative,1,4945,1292,2812,1285.7,1064,19,0.3783783783783784
3625,2020-11-08,ABC,Crazy Four Poker,Poker Derivative,506,2192,1159,1656,569.9200000000001,-17388,23,-10.5
3626,2020-11-16,ABC,Crazy Four Poker,Poker Derivative,506,394,245,216,102.44,4135,1,19.14351851851852
3627,2020-10-15,ABC,Crazy Four Poker,Poker Derivative,506,976,1008,1071,253.76000000000002,-2692,7,-2.5135387488328664
3628,2020-11-11,ABC,Crazy Four Poker,Poker Derivative,506,4972,1242,1728,1292.72,-1750,16,-1.0127314814814814
3629,2020-11-15,ABC,Crazy Four Poker,Poker Derivative,506,4809,1728,1364,1250.3400000000001,-1140,22,-0.8357771260997068
3630,2020-10-18,ABC,Crazy Four Poker,Poker Derivative,506,2603,1050,2120,676.78,-2958,20,-1.3952830188679246
3631,2020-10-03,ABC,Crazy Four Poker,Poker Derivative,506,3824,1008,2508,994.24,12976,22,5.173843700159489
3632,2020-10-28,ABC,Crazy Four Poker,Poker Derivative,506,0,256,44,326.0,-12512,2,-284.3636363636364
3633,2020-10-02,ABC,Crazy Four Poker,Poker Derivative,1,4158,1728,900,1081.08,-7172,18,-7.9688888888888885
3634,2020-10-09,ABC,Crazy Four Poker,Poker Derivative,506,2516,1081,1452,654.16,-15400,22,-10.606060606060606
3635,2020-10-19,ABC,Crazy Four Poker,Poker Derivative,506,262,420,123,68.12,-1890,3,-15.365853658536585
3636,2020-11-07,ABC,Crazy Four Poker,Poker Derivative,506,2896,1265,3510,752.96,-8082,18,-2.3025641025641024
3637,2020-11-09,ABC,Crazy Four Poker,Poker Derivative,506,2786,768,1100,724.36,10272,11,9.338181818181818
3638,2020-10-16,ABC,Crazy Four Poker,Poker Derivative,1,5500,1296,3400,1430.0,21072,17,6.197647058823529
3639,2020-10-20,ABC,Crazy Four Poker,Poker Derivative,506,1048,111,468,272.48,-14140,3,-30.213675213675213
3640,2020-10-04,ABC,Crazy Four Poker,Poker Derivative,506,3366,1235,3087,875.1600000000001,-16020,21,-5.189504373177843
3641,2020-11-18,ABC,Crazy Four Poker,Poker Derivative,506,2156,710,494,560.5600000000001,19677,13,39.83198380566802
3642,2020-10-24,ABC,Crazy Four Poker,Poker Derivative,1,5000,1407,1944,1300.0,5994,18,3.0833333333333335
3643,2020-10-26,ABC,Crazy Four Poker,Poker Derivative,506,3630,1050,848,943.8000000000001,-5456,4,-6.433962264150943
3644,2020-10-03,ABC,Crazy Four Poker,Poker Derivative,1,2794,880,4116,726.44,-7406,21,-1.7993197278911566
3645,2020-11-01,ABC,Crazy Four Poker,Poker Derivative,506,3792,1029,2940,985.9200000000001,14705,21,5.0017006802721085
3646,2020-11-15,ABC,Crazy Four Poker,Poker Derivative,1,3510,1152,2520,912.6,-15203,21,-6.032936507936508
3647,2020-10-24,ABC,Crazy Four Poker,Poker Derivative,506,5874,848,640,1527.24,10544,20,16.475
3648,2020-10-05,ABC,Crazy Four Poker,Poker Derivative,506,5800,1232,4400,1508.0,-14214,20,-3.2304545454545455
3649,2020-10-21,ABC,Crazy Four Poker,Poker Derivative,506,3104,639,1540,807.0400000000001,8160,11,5.298701298701299
3650,2020-11-14,ABC,Crazy Four Poker,Poker Derivative,506,2040,1633,768,530.4,-5390,16,-7.018229166666667
3651,2020-10-10,ABC,Crazy Four Poker,Poker Derivative,506,4997,1536,4560,1299.22,1710,19,0.375
3652,2020-10-17,ABC,Crazy Four Poker,Poker Derivative,506,2774,810,1032,721.24,11844,24,11.476744186046512
3653,2020-10-13,ABC,Crazy Four Poker,Poker Derivative,506,1848,480,910,480.48,11375,7,12.5
3654,2020-10-07,ABC,Crazy Four Poker,Poker Derivative,506,2499,969,318,649.74,4298,3,13.515723270440251
3655,2020-10-09,ABC,Crazy Four Poker,Poker Derivative,1,3740,1752,3200,972.4,-7258,16,-2.268125
3656,2020-11-20,ABC,Crazy Four Poker,Poker Derivative,506,4704,1350,1400,1223.04,-7180,20,-5.128571428571429
3657,2020-10-10,ABC,Crazy Four Poker,Poker Derivative,1,2112,1058,1530,549.12,-7885,17,-5.15359477124183
3658,2020-10-17,ABC,Crazy Four Poker,Poker Derivative,1,2552,1040,1224,663.52,19360,17,15.816993464052288
3659,2020-10-04,ABC,Crazy Four Poker,Poker Derivative,1,3230,1541,2584,839.8000000000001,4592,17,1.7770897832817338
3660,2020-11-08,ABC,Mississippi Stud,Poker Derivative,503,3724,912,1785,968.24,-20712,17,-11.603361344537815
3661,2020-10-02,ABC,Mississippi Stud,Poker Derivative,503,2793,1258,1050,726.1800000000001,-19752,21,-18.81142857142857
3662,2020-10-13,ABC,Mississippi Stud,Poker Derivative,503,1659,1311,1050,431.34000000000003,-14973,21,-14.26
3663,2020-10-05,ABC,Mississippi Stud,Poker Derivative,503,1728,462,3000,449.28000000000003,-9674,20,-3.224666666666667
3664,2020-11-15,ABC,Mississippi Stud,Poker Derivative,503,3880,1330,4080,1008.8000000000001,-21456,20,-5.258823529411765
3665,2020-10-08,ABC,Mississippi Stud,Poker Derivative,503,5175,522,1458,1345.5,-1100,9,-0.7544581618655692
3666,2020-10-03,ABC,Mississippi Stud,Poker Derivative,503,2337,810,2760,607.62,855,23,0.30978260869565216
3667,2020-10-27,ABC,Mississippi Stud,Poker Derivative,503,0,952,1296,2712.0,-5145,24,-3.9699074074074074
3668,2020-10-16,ABC,Mississippi Stud,Poker Derivative,503,6785,1254,936,1764.1000000000001,792,18,0.8461538461538461
3669,2020-11-20,ABC,Mississippi Stud,Poker Derivative,503,3792,1725,2142,985.9200000000001,-5706,21,-2.6638655462184873
3670,2020-10-29,ABC,Mississippi Stud,Poker Derivative,503,798,384,3600,207.48000000000002,620,18,0.17222222222222222
3671,2020-10-10,ABC,Mississippi Stud,Poker Derivative,503,4644,1368,4896,1207.44,-15192,24,-3.1029411764705883
3672,2020-11-09,ABC,Mississippi Stud,Poker Derivative,503,2148,1104,1782,558.48,-1060,11,-0.5948372615039281
3673,2020-10-06,ABC,Mississippi Stud,Poker Derivative,503,620,1062,5500,161.20000000000002,19530,22,3.550909090909091
3674,2020-11-18,ABC,Mississippi Stud,Poker Derivative,503,2508,513,4085,652.08,8676,19,2.1238678090575274
3675,2020-10-25,ABC,Mississippi Stud,Poker Derivative,503,4686,980,486,1218.3600000000001,20723,18,42.63991769547325
3676,2020-10-07,ABC,Mississippi Stud,Poker Derivative,503,692,1045,270,179.92000000000002,8436,3,31.244444444444444
3677,2020-10-11,ABC,Mississippi Stud,Poker Derivative,503,3740,1173,432,972.4,20640,16,47.77777777777778
3678,2020-10-18,ABC,Mississippi Stud,Poker Derivative,503,3808,1128,968,990.08,1536,22,1.5867768595041323
3679,2020-10-23,ABC,Mississippi Stud,Poker Derivative,503,4389,1232,2730,1141.14,-15778,21,-5.779487179487179
3680,2020-11-11,ABC,Mississippi Stud,Poker Derivative,503,3960,114,744,1029.6000000000001,2071,12,2.7836021505376345
3681,2020-11-17,ABC,Mississippi Stud,Poker Derivative,503,1980,552,2160,514.8000000000001,16126,9,7.465740740740741
3682,2020-11-03,ABC,Mississippi Stud,Poker Derivative,503,6174,525,2800,1605.24,-4662,14,-1.665
3683,2020-10-04,ABC,Mississippi Stud,Poker Derivative,503,3780,1050,3600,982.8000000000001,-6384,18,-1.7733333333333334
3684,2020-10-22,ABC,Mississippi Stud,Poker Derivative,503,0,1407,1680,3339.0,-2016,21,-1.2
3685,2020-10-17,ABC,Mississippi Stud,Poker Derivative,503,3510,1120,736,912.6,-988,23,-1.3423913043478262
3686,2020-11-14,ABC,Mississippi Stud,Poker Derivative,503,6432,1278,3672,1672.3200000000002,-13719,18,-3.736111111111111
3687,2020-10-19,ABC,Mississippi Stud,Poker Derivative,503,1380,292,198,358.8,138,3,0.696969696969697
3688,2020-10-31,ABC,Mississippi Stud,Poker Derivative,503,4709,1003,1872,1224.3400000000001,-9503,18,-5.076388888888889
3689,2020-10-24,ABC,Mississippi Stud,Poker Derivative,503,3912,1400,2352,1017.12,-15862,24,-6.744047619047619
3690,2020-10-28,ABC,Mississippi Stud,Poker Derivative,503,3256,531,4515,846.5600000000001,984,21,0.21794019933554817
3691,2020-10-21,ABC,Mississippi Stud,Poker Derivative,503,1624,605,150,422.24,4121,1,27.473333333333333
3692,2020-10-20,ABC,Mississippi Stud,Poker Derivative,503,4590,49,1944,1193.4,-3762,24,-1.9351851851851851
3693,2020-10-01,ABC,Mississippi Stud,Poker Derivative,503,0,1152,288,178.0,-366,2,-1.2708333333333333
3694,2020-11-13,ABC,Mississippi Stud,Poker Derivative,503,3982,1562,2550,1035.32,-11742,17,-4.604705882352941
3695,2020-10-15,ABC,Mississippi Stud,Poker Derivative,503,1820,728,0,473.2,-7038,0,-inf
3696,2020-10-26,ABC,Mississippi Stud,Poker Derivative,503,2121,441,2280,551.46,3500,20,1.5350877192982457
3697,2020-11-07,ABC,Mississippi Stud,Poker Derivative,503,5523,1012,396,1435.98,7220,18,18.232323232323232
3698,2020-10-30,ABC,Mississippi Stud,Poker Derivative,503,4116,1008,1272,1070.16,17270,24,13.577044025157234
3699,2020-11-01,ABC,Mississippi Stud,Poker Derivative,503,3486,990,2240,906.36,16940,16,7.5625
3700,2020-11-06,ABC,Mississippi Stud,Poker Derivative,503,1989,1121,3036,517.14,-10880,23,-3.5836627140974966
3701,2020-11-16,ABC,Mississippi Stud,Poker Derivative,503,3380,900,3520,878.8000000000001,-4720,20,-1.3409090909090908
3702,2020-11-05,ABC,Mississippi Stud,Poker Derivative,503,2457,390,1400,638.82,7872,14,5.622857142857143
3703,2020-11-02,ABC,Mississippi Stud,Poker Derivative,503,692,376,3680,179.92000000000002,11632,23,3.1608695652173915
3704,2020-11-12,ABC,Mississippi Stud,Poker Derivative,503,3850,1298,3936,1001.0,-17380,24,-4.415650406504065
3705,2020-10-14,ABC,Mississippi Stud,Poker Derivative,503,708,448,1548,184.08,-8850,18,-5.717054263565892
3706,2020-11-04,ABC,Mississippi Stud,Poker Derivative,503,444,1166,1980,115.44,-4434,11,-2.2393939393939393
3707,2020-10-09,ABC,Mississippi Stud,Poker Derivative,503,4392,1224,900,1141.92,-1848,18,-2.0533333333333332
3708,2020-11-10,ABC,Mississippi Stud,Poker Derivative,503,184,814,629,47.84,-3024,17,-4.807631160572337
3709,2020-11-19,ABC,Mississippi Stud,Poker Derivative,503,3224,47,1320,838.24,-10608,24,-8.036363636363637
3710,2020-10-12,ABC,Mississippi Stud,Poker Derivative,503,2208,517,1080,574.08,-5396,8,-4.996296296296296
3711,2020-10-16,ABC,Three Card Poker,Poker Derivative,860,6216,1386,1512,932.4,-8358,21,-5.527777777777778
3712,2020-11-04,ABC,Three Card Poker,Poker Derivative,502,106,924,2590,15.899999999999999,11508,14,4.443243243243243
3713,2020-10-24,ABC,Three Card Poker,Poker Derivative,502,2192,1134,4752,328.8,12274,22,2.582912457912458
3714,2020-10-31,ABC,Three Card Poker,Poker Derivative,3,4930,1584,2200,739.5,5140,20,2.3363636363636364
3715,2020-11-17,ABC,Three Card Poker,Poker Derivative,501,4738,730,2352,710.6999999999999,1071,24,0.45535714285714285
3716,2020-11-15,ABC,Three Card Poker,Poker Derivative,802,5796,912,3456,869.4,3173,18,0.9181134259259259
3717,2020-11-21,ABC,Three Card Poker,Poker Derivative,3,5500,1272,1700,825.0,-9554,17,-5.62
3718,2020-10-12,ABC,Three Card Poker,Poker Derivative,502,4100,336,240,615.0,7092,5,29.55
3719,2020-10-10,ABC,Three Card Poker,Poker Derivative,501,2900,1584,2970,435.0,-2720,22,-0.9158249158249159
3720,2020-10-20,ABC,Three Card Poker,Poker Derivative,501,3456,816,602,518.4,6615,7,10.988372093023257
3721,2020-11-07,ABC,Three Card Poker,Poker Derivative,811,4305,1344,2356,645.75,5166,19,2.192699490662139
3722,2020-11-07,ABC,Three Card Poker,Poker Derivative,3,3200,1320,1296,480.0,-6312,16,-4.87037037037037
3723,2020-10-29,ABC,Three Card Poker,Poker Derivative,502,2442,335,880,366.3,-1407,20,-1.5988636363636364
3724,2020-10-18,ABC,Three Card Poker,Poker Derivative,811,6003,1020,720,900.4499999999999,1584,16,2.2
3725,2020-10-17,ABC,Three Card Poker,Poker Derivative,808,6831,1702,2754,1024.6499999999999,-9198,18,-3.3398692810457518
3726,2020-10-25,ABC,Three Card Poker,Poker Derivative,501,4428,828,1292,664.1999999999999,10592,17,8.198142414860682
3727,2020-11-08,ABC,Three Card Poker,Poker Derivative,808,4560,832,3072,684.0,11328,24,3.6875
3728,2020-10-04,ABC,Three Card Poker,Poker Derivative,502,5962,1116,1008,894.3,19800,16,19.642857142857142
3729,2020-10-30,ABC,Three Card Poker,Poker Derivative,502,2033,1702,2415,304.95,11080,21,4.587991718426501
3730,2020-10-04,ABC,Three Card Poker,Poker Derivative,811,4767,1512,3100,715.05,20355,20,6.566129032258065
3731,2020-11-20,ABC,Three Card Poker,Poker Derivative,802,4683,945,931,702.4499999999999,-8262,19,-8.874328678839957
3732,2020-10-04,ABC,Three Card Poker,Poker Derivative,501,2268,1296,2520,340.2,2040,21,0.8095238095238095
3733,2020-11-03,ABC,Three Card Poker,Poker Derivative,501,510,900,540,76.5,-1779,3,-3.2944444444444443
3734,2020-10-13,ABC,Three Card Poker,Poker Derivative,653,1495,1034,630,224.25,-252,15,-0.4
3735,2020-10-11,ABC,Three Card Poker,Poker Derivative,860,3306,1323,5635,495.9,2464,23,0.4372670807453416
3736,2020-11-01,ABC,Three Card Poker,Poker Derivative,811,4579,1302,1254,686.85,18656,19,14.87719298245614
3737,2020-10-23,ABC,Three Card Poker,Poker Derivative,501,5817,1368,1680,872.55,-7060,21,-4.2023809523809526
3738,2020-10-10,ABC,Three Card Poker,Poker Derivative,3,3072,950,848,460.79999999999995,13580,16,16.014150943396228
3739,2020-10-11,ABC,Three Card Poker,Poker Derivative,802,3162,1464,5500,474.29999999999995,-8245,22,-1.499090909090909
3740,2020-10-30,ABC,Three Card Poker,Poker Derivative,860,5940,1190,3420,891.0,12600,19,3.6842105263157894
3741,2020-11-13,ABC,Three Card Poker,Poker Derivative,502,5880,1098,920,882.0,-15624,20,-16.982608695652175
3742,2020-10-11,ABC,Three Card Poker,Poker Derivative,653,4576,864,5175,686.4,-9568,23,-1.8488888888888888
3743,2020-11-14,ABC,Three Card Poker,Poker Derivative,3,3504,736,3360,525.6,-8280,24,-2.4642857142857144
3744,2020-10-11,ABC,Three Card Poker,Poker Derivative,502,2664,1560,5405,399.59999999999997,-13498,23,-2.4973172987974097
3745,2020-11-11,ABC,Three Card Poker,Poker Derivative,502,1314,1281,2400,197.1,16032,24,6.68
3746,2020-10-25,ABC,Three Card Poker,Poker Derivative,502,3680,1003,2304,552.0,-3696,24,-1.6041666666666667
3747,2020-11-16,ABC,Three Card Poker,Poker Derivative,501,3285,1430,504,492.75,-5530,9,-10.972222222222221
3748,2020-10-17,ABC,Three Card Poker,Poker Derivative,653,4356,954,1044,653.4,-6509,18,-6.234674329501916
3749,2020-11-07,ABC,Three Card Poker,Poker Derivative,501,2622,1026,2320,393.3,1020,16,0.4396551724137931
3750,2020-11-17,ABC,Three Card Poker,Poker Derivative,653,1491,520,2400,223.65,195,16,0.08125
3751,2020-10-16,ABC,Three Card Poker,Poker Derivative,3,4352,1488,2142,652.8,-5568,17,-2.5994397759103642
3752,2020-10-11,ABC,Three Card Poker,Poker Derivative,501,2898,1092,2400,434.7,22034,20,9.180833333333334
3753,2020-10-31,ABC,Three Card Poker,Poker Derivative,860,3876,1080,3200,581.4,11823,20,3.6946875
3754,2020-10-01,ABC,Three Card Poker,Poker Derivative,502,3476,47,1026,521.4,-3791,19,-3.6949317738791425
3755,2020-11-14,ABC,Three Card Poker,Poker Derivative,811,2380,1702,2520,357.0,-17040,21,-6.761904761904762
3756,2020-11-10,ABC,Three Card Poker,Poker Derivative,502,0,715,4512,2232.0,6222,24,1.3789893617021276
3757,2020-11-20,ABC,Three Card Poker,Poker Derivative,3,3706,1088,3956,555.9,13878,23,3.508088978766431
3758,2020-10-08,ABC,Three Card Poker,Poker Derivative,653,1296,1104,552,194.4,10863,23,19.679347826086957
3759,2020-10-26,ABC,Three Card Poker,Poker Derivative,653,2024,1155,481,303.59999999999997,-1748,13,-3.634095634095634
3760,2020-10-07,ABC,Three Card Poker,Poker Derivative,502,2616,1125,2916,392.4,-7944,18,-2.7242798353909463
